id,d_same_conflict,d_same_topic,margin,score,method,conflict,anchor_topic,positive_topic,negative_conflict,variant,author,audit_1,audit_1_agrees,audit_2,audit_2_agrees,both_audits_agree
e806677,0.643620872252,0.643526144206,-9.47280458843e-05,0,embedding,privacy_vs_openness,education,healthcare,autonomy_vs_approval,0,1,B,True,B,True,True
e809235,0.694646933408,0.725787765495,0.0311408320869,1,embedding,quality_vs_speed,community_projects,sport,change_vs_tradition,1,1,B,True,B,True,True
e814005,0.617017606454,0.749039818111,0.132022211657,1,embedding,truth_vs_loyalty,science,software,change_vs_tradition,0,1,B,True,B,True,True
e818481,0.560583126585,0.774839266157,0.214256139571,1,embedding,security_vs_care,healthcare,small_business,ambition_vs_belonging,0,2,B,True,B,True,True
e819740,0.794491245334,0.618258759549,-0.176232485785,0,embedding,freedom_vs_safety,public_services,education,change_vs_tradition,0,2,B,True,B,True,True
e821044,0.688489040803,0.823998207499,0.135509166697,1,embedding,change_vs_tradition,small_business,healthcare,health_vs_duty,1,1,B,True,B,True,True
e821660,0.741191650068,0.682553067693,-0.0586385823751,0,embedding,discipline_vs_comfort,agriculture,community_projects,fairness_vs_mercy,1,1,B,True,B,True,True
e825330,0.808191121794,0.797919948771,-0.010271173023,0,embedding,quality_vs_speed,public_services,science,freedom_vs_safety,1,3,B,True,B,True,True
e826013,0.586250944381,0.645151996432,0.0589010520513,1,embedding,truth_vs_loyalty,sport,arts,personal_gain_vs_collective_impact,0,3,B,True,B,True,True
e826355,0.608337683215,0.574812286552,-0.0335253966627,0,embedding,truth_vs_loyalty,agriculture,public_services,change_vs_tradition,1,0,B,True,B,True,True
e836308,0.659897674594,0.591128626018,-0.0687690485758,0,embedding,privacy_vs_openness,science,arts,ambition_vs_belonging,0,2,B,True,B,True,True
e837276,0.584349085628,0.694452720143,0.110103634515,1,embedding,autonomy_vs_approval,science,healthcare,privacy_vs_openness,0,3,B,True,B,True,True
e838439,0.770621614109,0.583138999048,-0.187482615061,0,embedding,autonomy_vs_approval,education,small_business,freedom_vs_safety,0,2,B,True,B,True,True
e843984,0.674457519372,0.619835725311,-0.0546217940618,0,embedding,truth_vs_loyalty,community_projects,software,security_vs_care,1,3,B,True,B,True,True
e853899,0.682674795372,0.791533415034,0.108858619662,1,embedding,autonomy_vs_approval,agriculture,science,privacy_vs_openness,1,2,B,True,B,True,True
e860383,0.559795114528,0.719231788985,0.159436674457,1,embedding,security_vs_care,public_services,software,discipline_vs_comfort,0,0,B,True,B,True,True
e867758,0.77969745231,0.507892507824,-0.271804944485,0,embedding,security_vs_care,agriculture,software,truth_vs_loyalty,1,1,B,True,B,True,True
e873827,0.692471505886,0.857834345322,0.165362839436,1,embedding,change_vs_tradition,public_services,sport,personal_gain_vs_collective_impact,0,2,B,True,B,True,True
e875287,0.736926223438,0.839013059791,0.102086836353,1,embedding,autonomy_vs_approval,small_business,sport,security_vs_care,1,0,B,True,B,True,True
e876711,0.775904546074,0.685650658474,-0.0902538876006,0,embedding,autonomy_vs_approval,software,education,change_vs_tradition,0,2,B,True,B,True,True
e885393,0.554249054909,0.575307696311,0.0210586414021,1,embedding,fairness_vs_mercy,public_services,healthcare,ambition_vs_belonging,0,3,B,True,B,True,True
e886494,0.542741950496,0.690232965892,0.147491015396,1,embedding,health_vs_duty,small_business,sport,fairness_vs_mercy,0,2,B,True,B,True,True
e888857,0.729397210376,0.790174883639,0.0607776732621,1,embedding,ambition_vs_belonging,community_projects,software,fairness_vs_mercy,0,1,B,True,B,True,True
e889561,0.736133222416,0.700800876632,-0.0353323457838,0,embedding,health_vs_duty,software,healthcare,freedom_vs_safety,0,2,B,True,B,True,True
e892350,0.653578937034,0.567748560787,-0.0858303762471,0,embedding,discipline_vs_comfort,small_business,science,ambition_vs_belonging,1,3,B,True,B,True,True
e896152,0.530562563547,0.747580905397,0.217018341849,1,embedding,change_vs_tradition,education,science,discipline_vs_comfort,1,1,B,True,B,True,True
e897599,0.662354257117,0.633746442865,-0.028607814252,0,embedding,health_vs_duty,science,public_services,autonomy_vs_approval,1,1,B,True,B,True,True
e899130,0.588891344787,0.545215455818,-0.0436758889696,0,embedding,ambition_vs_belonging,small_business,community_projects,autonomy_vs_approval,0,0,B,True,B,True,True
e899499,0.540743634716,0.902140187081,0.361396552364,1,embedding,truth_vs_loyalty,software,community_projects,discipline_vs_comfort,0,0,B,True,B,True,True
e904759,0.760890509902,0.832854462346,0.0719639524442,1,embedding,freedom_vs_safety,software,small_business,discipline_vs_comfort,1,1,B,True,B,True,True
e905292,0.759058931235,0.674888043762,-0.0841708874728,0,embedding,discipline_vs_comfort,education,agriculture,health_vs_duty,0,1,B,True,B,True,True
e909061,0.671743567768,0.653607731401,-0.0181358363661,0,embedding,privacy_vs_openness,healthcare,public_services,quality_vs_speed,1,0,B,True,B,True,True
e918142,0.710127053738,0.744029682613,0.0339026288751,1,embedding,truth_vs_loyalty,arts,science,privacy_vs_openness,0,2,B,True,B,True,True
e920916,0.684212659766,0.753984235724,0.0697715759576,1,embedding,quality_vs_speed,healthcare,community_projects,personal_gain_vs_collective_impact,1,1,B,True,B,True,True
e926843,0.560990698083,0.709662711824,0.148672013741,1,embedding,discipline_vs_comfort,public_services,community_projects,privacy_vs_openness,0,0,B,True,B,True,True
e935599,0.545725546318,0.646766207114,0.101040660797,1,embedding,truth_vs_loyalty,healthcare,agriculture,discipline_vs_comfort,1,3,B,True,B,True,True
e936853,0.774294484058,0.608614237811,-0.165680246248,0,embedding,autonomy_vs_approval,healthcare,software,change_vs_tradition,1,1,B,True,B,True,True
e940305,0.802879373723,0.78228577635,-0.0205935973729,0,embedding,security_vs_care,sport,public_services,privacy_vs_openness,1,2,B,True,B,True,True
e942370,0.669428065118,0.53559124194,-0.133836823178,0,embedding,health_vs_duty,science,agriculture,discipline_vs_comfort,0,3,B,True,B,True,True
e945953,0.609220616114,0.761272275436,0.152051659322,1,embedding,quality_vs_speed,science,education,security_vs_care,0,3,B,True,B,True,True
e948218,0.695313534601,0.658554736629,-0.0367587979716,0,embedding,ambition_vs_belonging,software,science,security_vs_care,0,0,B,True,B,True,True
e948707,0.860144516557,0.692948860804,-0.167195655753,0,embedding,change_vs_tradition,science,small_business,personal_gain_vs_collective_impact,1,2,B,True,B,True,True
e958112,0.763541730397,0.573681377566,-0.189860352831,0,embedding,ambition_vs_belonging,education,agriculture,quality_vs_speed,1,2,B,True,B,True,True
e961947,0.641301152922,0.775086274673,0.133785121751,1,embedding,quality_vs_speed,science,healthcare,health_vs_duty,1,1,B,True,B,True,True
e970100,0.903742330711,0.759336563227,-0.144405767484,0,embedding,change_vs_tradition,healthcare,arts,fairness_vs_mercy,1,2,B,True,B,True,True
e979356,0.603036810787,0.76081371185,0.157776901063,1,embedding,freedom_vs_safety,community_projects,public_services,ambition_vs_belonging,1,2,B,True,B,True,True
e979543,0.779537427975,0.660394534885,-0.11914289309,0,embedding,personal_gain_vs_collective_impact,sport,small_business,autonomy_vs_approval,0,2,B,True,B,True,True
e986961,0.633502271101,0.713352300411,0.07985002931,1,embedding,quality_vs_speed,software,education,ambition_vs_belonging,1,0,B,True,B,True,True
e987456,0.699958618207,0.583535429095,-0.116423189112,0,embedding,privacy_vs_openness,public_services,community_projects,health_vs_duty,1,2,B,True,B,True,True
e989337,0.80031456832,0.732618267323,-0.0676963009966,0,embedding,quality_vs_speed,sport,agriculture,discipline_vs_comfort,0,1,B,True,B,True,True
e989918,0.798833651826,0.546654731233,-0.252178920593,0,embedding,fairness_vs_mercy,arts,science,health_vs_duty,1,0,B,True,B,True,True
e990329,0.661988659665,0.698719942519,0.0367312828541,1,embedding,autonomy_vs_approval,education,community_projects,truth_vs_loyalty,1,0,B,True,B,True,True
e996895,0.544234159267,0.81138286674,0.267148707473,1,embedding,fairness_vs_mercy,sport,science,freedom_vs_safety,0,3,B,True,B,True,True
e104500,0.749508859956,0.650333433299,-0.0991754266564,0,concept207,privacy_vs_openness,small_business,community_projects,freedom_vs_safety,0,1,B,True,B,True,True
e107194,0.671805811146,1.0110904339,0.339284622756,1,concept207,fairness_vs_mercy,education,arts,discipline_vs_comfort,0,0,B,True,B,True,True
e112381,0.558089254469,0.340927881376,-0.217161373093,0,concept207,personal_gain_vs_collective_impact,community_projects,healthcare,fairness_vs_mercy,1,2,B,True,B,True,True
e115286,0.55797125549,0.314728572573,-0.243242682917,0,concept207,autonomy_vs_approval,community_projects,education,freedom_vs_safety,1,1,B,True,B,True,True
e116018,0.820412024958,0.962191079253,0.141779054296,1,concept207,ambition_vs_belonging,science,sport,truth_vs_loyalty,1,3,B,True,B,True,True
e117285,0.398826673103,0.438392685715,0.0395660126127,1,concept207,freedom_vs_safety,software,public_services,truth_vs_loyalty,0,3,B,True,B,True,True
e123276,0.349564175199,0.848603811596,0.499039636397,1,concept207,discipline_vs_comfort,agriculture,small_business,change_vs_tradition,0,3,B,True,B,True,True
e123750,0.503352336899,0.346885748119,-0.15646658878,0,concept207,change_vs_tradition,sport,software,freedom_vs_safety,1,0,B,True,B,True,True
e126119,0.378765968428,0.678986825447,0.30022085702,1,concept207,health_vs_duty,education,software,ambition_vs_belonging,1,0,B,True,B,True,True
e136130,0.364735852287,0.532822774215,0.168086921928,1,concept207,fairness_vs_mercy,community_projects,public_services,truth_vs_loyalty,0,1,B,True,B,True,True
e138925,0.821960727568,0.378503879505,-0.443456848063,0,concept207,quality_vs_speed,small_business,arts,discipline_vs_comfort,1,0,B,True,B,True,True
e149232,0.431674912965,0.869943757858,0.438268844893,1,concept207,personal_gain_vs_collective_impact,arts,small_business,discipline_vs_comfort,1,3,C,False,B,True,False
e149636,0.687730198008,0.528292278006,-0.159437920002,0,concept207,autonomy_vs_approval,healthcare,community_projects,discipline_vs_comfort,0,3,B,True,B,True,True
e158209,1.00684450268,1.09323769793,0.0863931952562,1,concept207,health_vs_duty,agriculture,arts,discipline_vs_comfort,1,2,B,True,B,True,True
e159584,0.458465323317,0.457510404891,-0.000954918425495,0,concept207,change_vs_tradition,agriculture,sport,quality_vs_speed,1,3,B,True,B,True,True
e160554,0.524551687478,0.520437292905,-0.00411439457248,0,concept207,security_vs_care,community_projects,arts,privacy_vs_openness,0,2,B,True,B,True,True
e161001,0.587845412118,0.337195913984,-0.250649498134,0,concept207,quality_vs_speed,public_services,software,health_vs_duty,0,1,B,True,B,True,True
e167029,0.36011022819,0.416826382277,0.0567161540866,1,concept207,freedom_vs_safety,arts,community_projects,fairness_vs_mercy,0,1,B,True,B,True,True
e167363,0.495926363619,0.95589387709,0.45996751347,1,concept207,discipline_vs_comfort,science,education,privacy_vs_openness,1,0,B,True,B,True,True
e168057,0.442534839443,0.47733618926,0.0348013498167,1,concept207,fairness_vs_mercy,science,community_projects,personal_gain_vs_collective_impact,0,1,B,True,B,True,True
e175890,0.557473125802,0.723789644815,0.166316519014,1,concept207,personal_gain_vs_collective_impact,education,community_projects,fairness_vs_mercy,0,3,B,True,B,True,True
e177634,0.699645046259,0.425105601027,-0.274539445233,0,concept207,fairness_vs_mercy,software,small_business,privacy_vs_openness,0,0,B,True,B,True,True
e182306,0.668290699877,0.601327510114,-0.0669631897638,0,concept207,personal_gain_vs_collective_impact,sport,community_projects,change_vs_tradition,1,0,B,True,B,True,True
e191647,0.368238449253,0.472175500227,0.103937050974,1,concept207,security_vs_care,software,sport,health_vs_duty,0,1,B,True,B,True,True
e192668,0.625699061953,0.657315869915,0.031616807962,1,concept207,discipline_vs_comfort,arts,healthcare,personal_gain_vs_collective_impact,1,1,B,True,B,True,True
e195720,0.588947256848,0.790028271566,0.201081014718,1,concept207,ambition_vs_belonging,arts,education,autonomy_vs_approval,1,0,B,True,B,True,True
e208208,0.495496261893,0.541911569541,0.046415307648,1,concept207,quality_vs_speed,sport,public_services,autonomy_vs_approval,1,3,B,True,B,True,True
e211999,0.765770617704,0.807743489282,0.0419728715772,1,concept207,privacy_vs_openness,community_projects,software,discipline_vs_comfort,0,2,B,True,B,True,True
e214638,0.502687145567,0.344238904696,-0.158448240871,0,concept207,truth_vs_loyalty,software,science,autonomy_vs_approval,1,2,B,True,B,True,True
e215267,0.522089790373,0.773478405167,0.251388614794,1,concept207,privacy_vs_openness,arts,education,freedom_vs_safety,1,1,B,True,B,True,True
e222314,0.592874174253,0.731418367985,0.138544193732,1,concept207,privacy_vs_openness,arts,sport,health_vs_duty,0,3,B,True,B,True,True
e224123,0.561611914364,0.245232798198,-0.316379116166,0,concept207,fairness_vs_mercy,agriculture,healthcare,personal_gain_vs_collective_impact,1,0,C,False,B,True,False
e227316,0.255731661328,0.581075667275,0.325344005947,1,concept207,security_vs_care,science,healthcare,discipline_vs_comfort,1,0,B,True,B,True,True
e230868,0.529506432085,0.634010620554,0.104504188469,1,concept207,fairness_vs_mercy,education,sport,autonomy_vs_approval,1,2,B,True,B,True,True
e231603,0.285258266248,0.710622219368,0.42536395312,1,concept207,personal_gain_vs_collective_impact,education,software,privacy_vs_openness,1,1,B,True,B,True,True
e239295,0.817209252293,0.940805789047,0.123596536754,1,concept207,fairness_vs_mercy,arts,software,security_vs_care,0,2,B,True,C,False,False
e242508,0.67824378525,0.482438487282,-0.195805297968,0,concept207,ambition_vs_belonging,public_services,small_business,truth_vs_loyalty,0,3,B,True,B,True,True
e245015,0.679995259318,0.360045121375,-0.319950137943,0,concept207,health_vs_duty,sport,small_business,privacy_vs_openness,0,1,B,True,B,True,True
e245586,0.789358802972,0.442063772854,-0.347295030119,0,concept207,personal_gain_vs_collective_impact,healthcare,software,quality_vs_speed,0,0,B,True,B,True,True
e249597,0.538650647576,0.359063725178,-0.179586922398,0,concept207,personal_gain_vs_collective_impact,public_services,arts,freedom_vs_safety,0,2,B,True,B,True,True
e257479,0.898360893165,0.640071557544,-0.258289335621,0,concept207,autonomy_vs_approval,sport,small_business,health_vs_duty,1,3,B,True,B,True,True
e266383,0.617008256877,1.01889511228,0.401886855399,1,concept207,health_vs_duty,arts,public_services,change_vs_tradition,0,0,B,True,B,True,True
e269142,0.463252924502,0.914242596791,0.450989672289,1,concept207,privacy_vs_openness,education,agriculture,change_vs_tradition,1,3,B,True,B,True,True
e269359,0.524042833424,0.56795337148,0.043910538056,1,concept207,autonomy_vs_approval,agriculture,software,fairness_vs_mercy,0,0,B,True,B,True,True
e269940,0.759582862615,0.464915193307,-0.294667669309,0,concept207,privacy_vs_openness,agriculture,small_business,ambition_vs_belonging,1,1,B,True,B,True,True
e271575,0.613517746724,0.610144238551,-0.00337350817261,0,concept207,truth_vs_loyalty,education,healthcare,health_vs_duty,1,2,B,True,B,True,True
e280334,0.283374432349,0.508341935783,0.224967503434,1,concept207,privacy_vs_openness,software,science,quality_vs_speed,0,1,B,True,B,True,True
e280448,0.502544944872,0.849491611422,0.34694666655,1,concept207,discipline_vs_comfort,healthcare,public_services,truth_vs_loyalty,0,2,B,True,B,True,True
e282243,0.632415833345,0.61571548273,-0.0167003506154,0,concept207,ambition_vs_belonging,sport,healthcare,fairness_vs_mercy,1,1,B,True,B,True,True
e286022,0.686677257154,0.565329029138,-0.121348228015,0,concept207,health_vs_duty,community_projects,education,quality_vs_speed,0,3,B,True,B,True,True
e292429,0.331525755536,0.200376339062,-0.131149416475,0,concept207,freedom_vs_safety,community_projects,agriculture,personal_gain_vs_collective_impact,0,0,B,True,B,True,True
e293727,0.392664820495,0.951326284257,0.558661463762,1,concept207,health_vs_duty,community_projects,healthcare,personal_gain_vs_collective_impact,1,1,B,True,B,True,True
e295481,0.505061441907,0.448222776246,-0.0568386656613,0,concept207,freedom_vs_safety,education,arts,security_vs_care,1,1,B,True,B,True,True
e310200,0.440991446843,0.620379552201,0.179388105358,1,concept207,change_vs_tradition,public_services,education,ambition_vs_belonging,1,0,B,True,B,True,True
e314391,0.386021872734,0.424698972437,0.038677099703,1,concept207,change_vs_tradition,science,public_services,quality_vs_speed,0,0,B,True,B,True,True
e315995,0.30369397803,0.390627816907,0.0869338388764,1,concept207,change_vs_tradition,education,software,truth_vs_loyalty,0,3,B,True,B,True,True
e322785,0.412846712076,0.635638335107,0.222791623031,1,concept207,freedom_vs_safety,sport,software,quality_vs_speed,0,2,B,True,B,True,True
e334539,0.367350624858,0.48645334214,0.119102717282,1,concept207,truth_vs_loyalty,education,sport,security_vs_care,0,0,B,True,B,True,True
e345957,0.290451736964,0.570453150575,0.280001413611,1,concept207,fairness_vs_mercy,healthcare,education,privacy_vs_openness,1,3,B,True,B,True,True
e347223,0.427913365053,1.20130209187,0.773388726818,1,concept207,health_vs_duty,public_services,sport,change_vs_tradition,1,3,B,True,B,True,True
e358391,0.631381090642,0.412229955418,-0.219151135224,0,concept207,truth_vs_loyalty,community_projects,small_business,ambition_vs_belonging,0,1,B,True,B,True,True
e358760,0.548322254682,0.756481928406,0.208159673724,1,concept207,discipline_vs_comfort,sport,agriculture,security_vs_care,1,2,B,True,B,True,True
e365088,0.485181392846,0.64616850501,0.160987112164,1,concept207,ambition_vs_belonging,agriculture,small_business,freedom_vs_safety,1,0,B,True,B,True,True
e367876,0.394233762258,0.4146565239,0.0204227616417,1,concept207,truth_vs_loyalty,sport,education,ambition_vs_belonging,1,1,B,True,B,True,True
e372525,0.277919985966,0.418317321728,0.140397335761,1,concept207,fairness_vs_mercy,public_services,agriculture,security_vs_care,1,1,neither,False,B,True,False
e375642,0.890005561892,0.832495839728,-0.0575097221639,0,concept207,privacy_vs_openness,healthcare,agriculture,fairness_vs_mercy,0,2,B,True,B,True,True
e377040,0.891278808112,0.410864975869,-0.480413832243,0,concept207,autonomy_vs_approval,small_business,arts,ambition_vs_belonging,0,2,B,True,B,True,True
e382692,0.509150595835,0.450411360423,-0.058739235412,0,concept207,ambition_vs_belonging,small_business,software,change_vs_tradition,1,2,B,True,B,True,True
e385608,0.302098926719,0.70992188538,0.407822958661,1,concept207,privacy_vs_openness,agriculture,public_services,personal_gain_vs_collective_impact,0,3,C,False,B,True,False
e393194,0.344074142791,0.590915579907,0.246841437116,1,concept207,fairness_vs_mercy,small_business,public_services,freedom_vs_safety,1,2,B,True,C,False,False
e393464,0.66657486482,0.640358628334,-0.0262162364851,0,concept207,health_vs_duty,healthcare,software,security_vs_care,0,3,B,True,B,True,True
e400162,0.447290839735,0.355335520213,-0.0919553195217,0,concept207,fairness_vs_mercy,software,community_projects,quality_vs_speed,1,2,B,True,B,True,True
e402556,0.834566970817,0.795207221138,-0.0393597496789,0,concept207,change_vs_tradition,healthcare,science,autonomy_vs_approval,0,0,B,True,B,True,True
e406118,0.860798849928,0.395872846105,-0.464926003823,0,concept207,autonomy_vs_approval,sport,public_services,security_vs_care,0,1,B,True,B,True,True
e408018,0.439390056964,0.520839772735,0.0814497157708,1,concept207,fairness_vs_mercy,small_business,agriculture,health_vs_duty,0,0,B,True,B,True,True
e409792,0.332203180663,0.246702947685,-0.0855002329778,0,concept207,personal_gain_vs_collective_impact,agriculture,science,security_vs_care,0,1,B,True,B,True,True
e411947,0.704075904759,0.878423842181,0.174347937422,1,concept207,privacy_vs_openness,community_projects,science,autonomy_vs_approval,1,0,B,True,B,True,True
e429520,0.370483060293,0.707013791565,0.336530731272,1,concept207,fairness_vs_mercy,agriculture,education,quality_vs_speed,0,2,B,True,B,True,True
e433119,0.613929141985,0.791518115746,0.177588973761,1,concept207,security_vs_care,small_business,science,change_vs_tradition,0,1,B,True,B,True,True
e433270,0.416398553535,1.01023130727,0.593832753731,1,concept207,quality_vs_speed,healthcare,small_business,privacy_vs_openness,0,3,B,True,B,True,True
e437483,0.686096917394,0.795845838584,0.109748921191,1,concept207,discipline_vs_comfort,sport,healthcare,ambition_vs_belonging,0,0,B,True,B,True,True
e438502,0.479896113518,0.550469469876,0.0705733563574,1,concept207,ambition_vs_belonging,healthcare,public_services,security_vs_care,1,3,B,True,B,True,True
e441087,0.333209025243,0.658200558243,0.324991533,1,concept207,discipline_vs_comfort,software,sport,change_vs_tradition,1,3,B,True,B,True,True
e444577,0.757547669271,0.377802063368,-0.379745605903,0,concept207,quality_vs_speed,arts,healthcare,freedom_vs_safety,0,0,B,True,B,True,True
e444915,0.337494655096,0.628168058929,0.290673403833,1,concept207,truth_vs_loyalty,small_business,public_services,quality_vs_speed,0,0,B,True,B,True,True
e445571,0.263840540372,0.789166404098,0.525325863726,1,concept207,change_vs_tradition,arts,community_projects,security_vs_care,1,3,B,True,B,True,True
e449534,0.675196682079,0.491381520244,-0.183815161835,0,concept207,discipline_vs_comfort,public_services,software,quality_vs_speed,1,2,B,True,B,True,True
e451329,0.649982898803,0.811044162001,0.161061263198,1,concept207,fairness_vs_mercy,healthcare,sport,change_vs_tradition,0,1,B,True,B,True,True
e460139,0.462012848505,0.804113725227,0.342100876722,1,concept207,autonomy_vs_approval,public_services,arts,personal_gain_vs_collective_impact,1,3,C,False,B,True,False
e463179,0.405025656782,0.32712832445,-0.0778973323312,0,concept207,freedom_vs_safety,science,community_projects,change_vs_tradition,1,2,B,True,B,True,True
e464045,0.826659190878,0.569322692525,-0.257336498353,0,concept207,quality_vs_speed,education,public_services,change_vs_tradition,0,2,B,True,B,True,True
e470271,0.502013790039,0.32882874308,-0.17318504696,0,concept207,personal_gain_vs_collective_impact,science,public_services,freedom_vs_safety,1,2,B,True,B,True,True
e472464,0.470673371396,0.459369653337,-0.0113037180596,0,concept207,quality_vs_speed,education,small_business,fairness_vs_mercy,1,0,B,True,B,True,True
e478161,0.29736789642,0.310391087396,0.0130231909767,1,concept207,truth_vs_loyalty,science,arts,fairness_vs_mercy,1,3,B,True,B,True,True
e478188,0.948647937575,0.474463175481,-0.474184762094,0,concept207,autonomy_vs_approval,arts,agriculture,personal_gain_vs_collective_impact,0,0,B,True,B,True,True
e478381,0.240891722902,0.601100320533,0.360208597631,1,concept207,truth_vs_loyalty,small_business,community_projects,personal_gain_vs_collective_impact,1,2,B,True,B,True,True
e479745,0.546188655411,0.29133616953,-0.254852485881,0,concept207,ambition_vs_belonging,science,arts,freedom_vs_safety,0,1,B,True,B,True,True
e480131,0.618918081614,0.58765202809,-0.0312660535246,0,concept207,quality_vs_speed,agriculture,community_projects,ambition_vs_belonging,0,0,B,True,B,True,True
e491714,0.602840833376,0.622901550407,0.0200607170306,1,concept207,personal_gain_vs_collective_impact,community_projects,education,change_vs_tradition,0,0,B,True,B,True,True
e492437,0.698184564971,0.578662056418,-0.119522508554,0,concept207,privacy_vs_openness,small_business,software,truth_vs_loyalty,1,3,B,True,B,True,True
e495461,0.549064896838,0.65078907614,0.101724179303,1,concept207,security_vs_care,science,education,truth_vs_loyalty,0,2,B,True,B,True,True
e497456,0.776940189956,0.623020150796,-0.15392003916,0,concept207,health_vs_duty,education,community_projects,personal_gain_vs_collective_impact,0,2,B,True,B,True,True
e511029,0.441172608429,0.398822872392,-0.0423497360374,0,concept207,personal_gain_vs_collective_impact,software,healthcare,ambition_vs_belonging,0,3,B,True,B,True,True
e515293,0.907804093971,0.331842963306,-0.575961130665,0,concept207,fairness_vs_mercy,sport,arts,truth_vs_loyalty,1,1,B,True,B,True,True
e527974,0.52278938211,0.41809778174,-0.104691600369,0,concept207,discipline_vs_comfort,healthcare,small_business,autonomy_vs_approval,1,0,B,True,B,True,True
e529610,0.232111506047,0.643077077809,0.410965571762,1,concept207,ambition_vs_belonging,healthcare,agriculture,personal_gain_vs_collective_impact,0,1,B,True,B,True,True
e534757,0.248607018522,0.477869257328,0.229262238806,1,concept207,discipline_vs_comfort,arts,education,quality_vs_speed,0,3,B,True,B,True,True
e535396,0.570996197321,0.66892645666,0.0979302593387,1,concept207,security_vs_care,community_projects,sport,quality_vs_speed,1,0,B,True,B,True,True
e535562,0.460831332763,0.879216598983,0.41838526622,1,concept207,change_vs_tradition,small_business,education,security_vs_care,0,3,B,True,B,True,True
e541035,0.715191633296,0.798151700593,0.0829600672971,1,concept207,health_vs_duty,arts,small_business,fairness_vs_mercy,1,2,C,False,B,True,False
e558518,0.307093280162,0.456211235226,0.149117955063,1,concept207,security_vs_care,software,education,freedom_vs_safety,1,3,B,True,B,True,True
e563179,0.538457249661,0.875997610399,0.337540360738,1,concept207,quality_vs_speed,small_business,science,truth_vs_loyalty,0,2,B,True,B,True,True
e564214,0.522448948995,0.441355455312,-0.0810934936835,0,concept207,privacy_vs_openness,sport,education,truth_vs_loyalty,0,0,B,True,B,True,True
e570367,0.73161324817,0.395070713543,-0.336542534627,0,concept207,ambition_vs_belonging,arts,sport,discipline_vs_comfort,0,2,B,True,B,True,True
e578352,0.584767119403,0.71051254971,0.125745430307,1,concept207,security_vs_care,small_business,arts,fairness_vs_mercy,1,3,B,True,B,True,True
e579607,0.85058825783,0.444545215666,-0.406043042164,0,concept207,change_vs_tradition,arts,small_business,ambition_vs_belonging,0,1,B,True,B,True,True
e579873,0.535888691973,0.354553006008,-0.181335685965,0,concept207,autonomy_vs_approval,science,agriculture,quality_vs_speed,1,1,B,True,B,True,True
e590577,0.53509161716,0.473060639978,-0.0620309771817,0,concept207,privacy_vs_openness,sport,healthcare,discipline_vs_comfort,1,2,B,True,B,True,True
e594670,0.583169269199,0.420032239435,-0.163137029763,0,concept207,freedom_vs_safety,public_services,healthcare,fairness_vs_mercy,1,0,B,True,B,True,True
e598211,0.377667322661,0.621021229055,0.243353906395,1,concept207,truth_vs_loyalty,healthcare,education,freedom_vs_safety,0,1,B,True,B,True,True
e599508,0.625594708163,0.671029107274,0.045434399111,1,concept207,discipline_vs_comfort,community_projects,arts,health_vs_duty,1,0,B,True,B,True,True
e602550,0.446824763038,0.313584755369,-0.133240007669,0,concept207,freedom_vs_safety,education,science,ambition_vs_belonging,0,3,B,True,B,True,True
e609396,0.358958391728,0.399060730638,0.0401023389105,1,concept207,security_vs_care,education,small_business,personal_gain_vs_collective_impact,1,3,B,True,B,True,True
e612735,0.496927949552,0.621308325579,0.124380376028,1,concept207,ambition_vs_belonging,agriculture,public_services,health_vs_duty,0,2,B,True,B,True,True
e620045,0.533388293847,0.678098702307,0.14471040846,1,concept207,quality_vs_speed,arts,agriculture,truth_vs_loyalty,1,2,B,True,B,True,True
e621976,0.464302575519,0.586251883244,0.121949307725,1,concept207,discipline_vs_comfort,software,arts,autonomy_vs_approval,0,1,B,True,B,True,True
e624782,0.443848476495,0.453366381291,0.00951790479559,1,concept207,discipline_vs_comfort,education,public_services,freedom_vs_safety,1,3,B,True,B,True,True
e628765,0.57166714772,0.491858558381,-0.0798085893389,0,concept207,change_vs_tradition,software,agriculture,fairness_vs_mercy,0,3,B,True,B,True,True
e629289,0.400800650453,0.909094345412,0.508293694958,1,concept207,ambition_vs_belonging,education,healthcare,privacy_vs_openness,0,0,B,True,B,True,True
e629454,0.489343189567,0.522665360501,0.0333221709341,1,concept207,ambition_vs_belonging,community_projects,science,privacy_vs_openness,1,3,B,True,B,True,True
e630427,0.368451700539,0.576821507756,0.208369807218,1,concept207,security_vs_care,education,public_services,quality_vs_speed,0,1,B,True,B,True,True
e632673,0.543775521142,0.49610282924,-0.047672691902,0,concept207,personal_gain_vs_collective_impact,healthcare,science,ambition_vs_belonging,1,2,B,True,B,True,True
e633721,0.556025858819,0.64235355857,0.0863276997509,1,concept207,autonomy_vs_approval,community_projects,sport,health_vs_duty,0,3,B,True,B,True,True
e649147,0.637363906706,0.570072824144,-0.0672910825619,0,concept207,truth_vs_loyalty,agriculture,healthcare,autonomy_vs_approval,0,2,B,True,B,True,True
e650040,0.300730922123,0.670057981783,0.369327059661,1,concept207,autonomy_vs_approval,public_services,science,quality_vs_speed,0,1,B,True,B,True,True
e656482,0.74874902287,0.209462912595,-0.539286110275,0,concept207,change_vs_tradition,community_projects,healthcare,freedom_vs_safety,0,0,B,True,B,True,True
